burn_no.,lat,lon,date
5607,34.779648,-94.722939,6/19/2020 0:00
5608,34.941269,-93.975525,6/19/2020 0:00
5609,34.789513,-94.730949,6/19/2020 0:00
5610,34.94479,-93.976357,6/19/2020 0:00
5611,36.653912,-89.624817,6/19/2020 0:00
5612,36.823143,-89.157104,6/19/2020 0:00
5613,35.956764,-89.199249,6/19/2020 0:00
5614,34.94389,-93.981293,6/19/2020 0:00
5615,36.934132,-89.337105,6/19/2020 0:00
5616,36.937508,-89.337807,6/19/2020 0:00
5617,34.7859,-94.72998,6/19/2020 0:00
5618,36.654533,-89.620399,6/19/2020 0:00
5619,36.938126,-89.333298,6/19/2020 0:00
5620,33.32571,-94.488892,6/19/2020 0:00
5621,34.175518,-91.855179,6/19/2020 0:00
5622,34.842842,-94.729904,6/19/2020 0:00
5623,35.241455,-89.526367,6/19/2020 0:00
5624,33.190926,-94.02198,6/19/2020 0:00
5625,36.572514,-91.797531,6/20/2020 0:00
5626,35.64856,-89.934395,6/20/2020 0:00
5627,35.641273,-89.944717,6/20/2020 0:00
5628,35.937321,-89.713074,6/20/2020 0:00
5629,35.64539,-89.944077,6/20/2020 0:00
5630,35.04718,-90.167046,6/20/2020 0:00
5631,35.646385,-89.932709,6/20/2020 0:00
5632,35.945484,-89.711769,6/20/2020 0:00
5633,35.793056,-91.744873,6/20/2020 0:00
5634,35.890213,-89.779533,6/20/2020 0:00
5635,32.969673,-93.578484,6/20/2020 0:00
5636,35.650501,-89.932045,6/20/2020 0:00
5637,35.444138,-93.640732,6/20/2020 0:00
5638,35.441666,-93.63916,6/20/2020 0:00
5639,35.948498,-89.714111,6/20/2020 0:00
5640,35.502262,-92.685738,6/20/2020 0:00
5641,32.74958,-92.273956,6/20/2020 0:00
5642,35.005035,-89.914398,6/20/2020 0:00
5643,35.005535,-89.912132,6/20/2020 0:00
5644,35.879356,-93.73613,6/20/2020 0:00
5645,35.945957,-89.716225,6/20/2020 0:00
5646,35.794582,-91.747757,6/20/2020 0:00
5647,35.802097,-91.032417,6/20/2020 0:00
5648,36.93951,-90.094879,6/20/2020 0:00
5649,36.913391,-89.372673,6/20/2020 0:00
5650,36.938587,-90.099861,6/20/2020 0:00
5651,36.74699,-89.229744,6/20/2020 0:00
5652,32.82988,-91.41967,6/20/2020 0:00
5653,36.746155,-89.234444,6/20/2020 0:00
5654,36.910793,-89.366997,6/20/2020 0:00
5655,36.93507,-90.098854,6/20/2020 0:00
5656,34.752193,-89.997597,6/20/2020 0:00
5657,35.798382,-91.031334,6/20/2020 0:00
5658,36.748547,-89.503502,6/20/2020 0:00
5659,36.750259,-89.493942,6/20/2020 0:00
5660,33.902138,-94.139,6/20/2020 0:00
5661,36.91423,-89.367935,6/20/2020 0:00
5662,33.872051,-93.964691,6/21/2020 0:00
5663,35.363136,-93.065292,6/21/2020 0:00
5664,33.874592,-93.960503,6/21/2020 0:00
5665,35.36105,-93.063362,6/21/2020 0:00
5666,32.506897,-92.441551,6/21/2020 0:00
5667,33.872185,-93.957077,6/21/2020 0:00
5668,36.598179,-93.288826,6/21/2020 0:00
5669,33.873108,-93.960747,6/21/2020 0:00
5670,36.492165,-91.221062,6/21/2020 0:00
5671,36.339867,-91.141594,6/21/2020 0:00
5672,36.492931,-91.219673,6/21/2020 0:00
5673,35.646378,-89.934639,6/22/2020 0:00
5674,35.936455,-89.712212,6/22/2020 0:00
5675,36.50668,-94.384323,6/22/2020 0:00
5676,35.465164,-94.634727,6/22/2020 0:00
5677,33.092987,-94.588799,6/22/2020 0:00
5678,33.092537,-94.593361,6/22/2020 0:00
5679,35.644413,-89.934662,6/23/2020 0:00
5680,35.464432,-94.634094,6/23/2020 0:00
5681,32.481731,-92.153709,6/23/2020 0:00
5682,34.226326,-91.968117,6/23/2020 0:00
5683,35.896973,-89.780708,6/23/2020 0:00
5684,33.093769,-94.591896,6/23/2020 0:00
5685,33.089806,-94.588554,6/23/2020 0:00
5686,36.407333,-93.194397,6/23/2020 0:00
5687,35.642864,-89.94651,6/23/2020 0:00
5688,35.933975,-89.711868,6/23/2020 0:00
5689,35.893295,-89.781807,6/23/2020 0:00
5690,35.889622,-89.782913,6/23/2020 0:00
5691,35.648083,-89.933578,6/23/2020 0:00
5692,33.597908,-91.743896,6/23/2020 0:00
5693,31.964336,-90.652618,6/23/2020 0:00
5694,36.844097,-89.291718,6/23/2020 0:00
5695,33.091568,-94.587669,6/23/2020 0:00
5696,33.088184,-94.587036,6/23/2020 0:00
5697,36.158585,-92.879173,6/24/2020 0:00
5698,35.93523,-89.714539,6/24/2020 0:00
5699,36.270924,-94.222115,6/24/2020 0:00
5700,35.647202,-89.935555,6/24/2020 0:00
5701,35.211601,-93.14888,6/24/2020 0:00
5702,35.27327,-89.463692,6/24/2020 0:00
5703,36.438793,-93.334328,6/24/2020 0:00
5704,36.952759,-88.613548,6/24/2020 0:00
5705,36.850857,-89.393303,6/24/2020 0:00
5706,35.290775,-90.241211,6/24/2020 0:00
5707,36.846703,-89.397591,6/24/2020 0:00
5708,36.260201,-89.775894,6/24/2020 0:00
5709,36.847321,-89.392632,6/24/2020 0:00
5710,35.080921,-94.461586,6/24/2020 0:00
5711,34.223412,-91.967789,6/25/2020 0:00
5712,35.888725,-89.780777,6/25/2020 0:00
5713,35.892498,-89.780106,6/25/2020 0:00
5714,35.767086,-94.754051,6/25/2020 0:00
5715,36.154034,-89.657074,6/25/2020 0:00
5716,34.883018,-91.610428,6/25/2020 0:00
5717,34.915417,-92.018326,6/25/2020 0:00
5718,35.938091,-89.71402,6/25/2020 0:00
5719,34.499695,-93.317696,6/25/2020 0:00
5720,35.00412,-89.912163,6/25/2020 0:00
5721,35.004097,-89.913399,6/25/2020 0:00
5722,35.649586,-89.93512,6/25/2020 0:00
5723,35.645794,-89.935799,6/25/2020 0:00
5724,35.810402,-94.798485,6/25/2020 0:00
5725,35.93486,-89.715324,6/25/2020 0:00
5726,33.663818,-93.439232,6/25/2020 0:00
5727,35.273003,-89.461853,6/25/2020 0:00
5728,35.271614,-89.464043,6/25/2020 0:00
5729,36.681934,-92.659988,6/25/2020 0:00
5730,35.479141,-94.339333,6/25/2020 0:00
5731,36.682434,-92.665337,6/25/2020 0:00
5732,36.695801,-90.558731,6/25/2020 0:00
5733,36.684673,-92.66465,6/25/2020 0:00
5734,35.796131,-91.747643,6/25/2020 0:00
5735,35.643284,-89.947807,6/25/2020 0:00
5736,35.642899,-89.937248,6/25/2020 0:00
5737,35.646687,-89.936577,6/25/2020 0:00
5738,36.201988,-93.557945,6/25/2020 0:00
5739,35.935543,-89.715111,6/25/2020 0:00
5740,35.994743,-94.34037,6/25/2020 0:00
5741,34.352341,-93.456314,6/25/2020 0:00
5742,34.984085,-89.993141,6/25/2020 0:00
5743,35.938904,-89.715958,6/25/2020 0:00
5744,36.545738,-92.994972,6/25/2020 0:00
5745,35.783001,-91.763412,6/25/2020 0:00
5746,35.900723,-89.775757,6/25/2020 0:00
5747,36.549469,-92.996094,6/25/2020 0:00
5748,36.548599,-92.998154,6/25/2020 0:00
5749,36.500172,-89.992462,6/25/2020 0:00
5750,34.62735,-92.466843,6/25/2020 0:00
5751,36.334827,-91.941002,6/25/2020 0:00
5752,36.133877,-91.824028,6/25/2020 0:00
5753,34.882912,-91.611244,6/25/2020 0:00
5754,35.146236,-92.96389,6/25/2020 0:00
5755,36.535458,-92.379898,6/25/2020 0:00
5756,36.387768,-91.640671,6/25/2020 0:00
5757,35.793728,-91.74826,6/26/2020 0:00
5758,35.890602,-89.782539,6/26/2020 0:00
5759,35.794163,-91.748352,6/26/2020 0:00
5760,36.502888,-94.385765,6/26/2020 0:00
5761,35.414413,-91.275436,6/26/2020 0:00
5762,35.64917,-89.932854,6/27/2020 0:00
5763,35.647968,-89.949684,6/27/2020 0:00
5764,35.647552,-89.95282,6/27/2020 0:00
5765,35.6479,-89.93219,6/27/2020 0:00
5766,36.685768,-92.657646,6/27/2020 0:00
5767,36.882305,-89.373451,6/27/2020 0:00
5768,32.730087,-92.951126,6/27/2020 0:00
5769,32.605083,-94.343391,6/27/2020 0:00
5770,35.795235,-91.747345,6/28/2020 0:00
5771,35.936829,-89.715103,6/28/2020 0:00
5772,34.185284,-94.507622,6/28/2020 0:00
5773,36.686291,-92.662598,6/28/2020 0:00
5774,32.725979,-94.736778,6/28/2020 0:00
5775,31.672575,-90.471436,6/28/2020 0:00
5776,35.891903,-89.782242,6/28/2020 0:00
5777,35.568062,-93.408318,6/28/2020 0:00
5778,33.936066,-94.652138,6/28/2020 0:00
5779,35.642738,-89.945053,6/28/2020 0:00
5780,35.48769,-91.859535,6/28/2020 0:00
5781,32.86594,-94.589249,6/28/2020 0:00
5782,34.885159,-91.61161,6/28/2020 0:00
5783,35.151016,-92.985748,6/28/2020 0:00
5784,35.64856,-89.933548,6/29/2020 0:00
5785,35.004436,-89.910599,6/29/2020 0:00
5786,35.643391,-89.943886,6/29/2020 0:00
5787,32.322803,-90.606232,6/29/2020 0:00
5788,35.896057,-89.78125,6/30/2020 0:00
5789,35.643272,-89.936165,6/30/2020 0:00
5790,36.420933,-90.418877,6/30/2020 0:00
5791,35.65033,-89.934784,6/30/2020 0:00
5792,35.889023,-89.782639,6/30/2020 0:00
5793,35.89254,-89.781944,6/30/2020 0:00
5794,35.941193,-89.712746,6/30/2020 0:00
5795,35.646801,-89.935478,6/30/2020 0:00
5796,35.934174,-89.714142,6/30/2020 0:00
5797,35.793701,-91.743706,6/30/2020 0:00
5798,35.944702,-89.712051,6/30/2020 0:00
5799,35.937687,-89.71344,6/30/2020 0:00
5800,36.823612,-89.15686,6/30/2020 0:00
5801,34.006039,-91.734261,6/30/2020 0:00
5802,34.001762,-91.738014,6/30/2020 0:00
5803,35.79451,-91.74794,7/1/2020 0:00
5804,36.779434,-92.802177,7/1/2020 0:00
5805,35.7953,-91.746277,7/1/2020 0:00
5806,32.274994,-92.728905,7/1/2020 0:00
5807,33.179127,-90.877228,7/1/2020 0:00
5808,33.175884,-90.873642,7/1/2020 0:00
5809,33.179131,-90.875374,7/1/2020 0:00
5810,32.23938,-94.176529,7/1/2020 0:00
5811,32.244476,-94.178345,7/1/2020 0:00
5812,32.243561,-94.182098,7/1/2020 0:00
5813,34.752254,-90.001122,7/1/2020 0:00
5814,32.277306,-92.729355,7/2/2020 0:00
5815,35.946663,-89.711929,7/2/2020 0:00
5816,35.794052,-91.743736,7/2/2020 0:00
5817,35.934525,-89.711845,7/2/2020 0:00
5818,32.276672,-92.731354,7/2/2020 0:00
5819,35.937908,-89.716331,7/2/2020 0:00
5820,34.983814,-89.993622,7/2/2020 0:00
5821,36.876606,-89.460716,7/2/2020 0:00
5822,36.483425,-90.832512,7/2/2020 0:00
5823,32.005035,-93.1082,7/2/2020 0:00
5824,33.848309,-94.141541,7/2/2020 0:00
5825,33.853554,-94.142151,7/2/2020 0:00
5826,35.793987,-91.748001,7/3/2020 0:00
5827,35.089504,-89.609825,7/3/2020 0:00
5828,35.406647,-93.776215,7/3/2020 0:00
5829,35.09029,-89.609093,7/3/2020 0:00
5830,32.275318,-92.727463,7/3/2020 0:00
5831,35.042526,-90.162216,7/3/2020 0:00
5832,36.575439,-91.795387,7/3/2020 0:00
5833,36.867813,-89.403946,7/3/2020 0:00
5834,36.626999,-91.530388,7/3/2020 0:00
5835,35.891945,-91.151993,7/3/2020 0:00
5836,35.174458,-93.987274,7/3/2020 0:00
5837,33.881363,-94.128426,7/3/2020 0:00
5838,35.893669,-91.150536,7/3/2020 0:00
5839,33.885342,-94.129051,7/3/2020 0:00
5840,34.471554,-94.850647,7/3/2020 0:00
5841,36.237419,-93.323952,7/3/2020 0:00
5842,34.473179,-94.847115,7/3/2020 0:00
5843,34.475399,-94.851318,7/3/2020 0:00
5844,34.477036,-94.847725,7/3/2020 0:00
5845,35.936699,-89.712349,7/3/2020 0:00
5846,36.868053,-89.399734,7/3/2020 0:00
5847,32.276665,-92.73037,7/4/2020 0:00
5848,34.472824,-94.846718,7/4/2020 0:00
5849,36.031975,-93.897781,7/4/2020 0:00
5850,35.084953,-90.083313,7/4/2020 0:00
5851,36.881901,-92.386879,7/4/2020 0:00
5852,32.860172,-91.845665,7/4/2020 0:00
5853,35.935589,-89.711929,7/4/2020 0:00
5854,32.856808,-91.846489,7/4/2020 0:00
5855,35.648277,-89.93306,7/4/2020 0:00
5856,35.006611,-89.912895,7/4/2020 0:00
5857,35.04528,-90.16481,7/4/2020 0:00
5858,36.628185,-91.529366,7/4/2020 0:00
5859,36.055077,-93.50988,7/4/2020 0:00
5860,33.619488,-91.153824,7/4/2020 0:00
5861,34.665657,-89.930771,7/5/2020 0:00
5862,35.936489,-89.715569,7/5/2020 0:00
5863,35.646755,-89.935333,7/5/2020 0:00
5864,35.004692,-89.912582,7/5/2020 0:00
5865,36.74992,-92.505424,7/5/2020 0:00
5866,35.644653,-89.944839,7/5/2020 0:00
5867,36.780029,-92.20903,7/5/2020 0:00
5868,35.650112,-89.934616,7/5/2020 0:00
5869,35.795334,-91.744095,7/5/2020 0:00
5870,35.942551,-89.709717,7/5/2020 0:00
5871,35.044418,-90.163818,7/5/2020 0:00
5872,35.93515,-89.7117,7/5/2020 0:00
5873,34.991676,-89.779305,7/5/2020 0:00
5874,34.984432,-89.782127,7/5/2020 0:00
5875,35.93375,-89.713478,7/6/2020 0:00
5876,35.090595,-91.90123,7/6/2020 0:00
5877,35.641457,-89.943993,7/6/2020 0:00
5878,34.883438,-91.607887,7/6/2020 0:00
5879,35.796989,-91.74794,7/6/2020 0:00
5880,35.648769,-89.93367,7/6/2020 0:00
5881,35.946453,-89.715958,7/6/2020 0:00
5882,35.044868,-90.164444,7/6/2020 0:00
5883,35.937832,-89.712814,7/6/2020 0:00
5884,35.793919,-91.746254,7/6/2020 0:00
5885,36.43652,-89.721336,7/6/2020 0:00
5886,36.594582,-93.145828,7/6/2020 0:00
5887,34.536621,-92.984634,7/6/2020 0:00
5888,35.648407,-89.933464,7/6/2020 0:00
5889,35.00993,-89.89402,7/6/2020 0:00
5890,34.969448,-89.606316,7/6/2020 0:00
5891,36.539577,-94.615662,7/6/2020 0:00
5892,36.433033,-89.72036,7/6/2020 0:00
5893,36.335194,-94.512688,7/6/2020 0:00
5894,35.647167,-89.935013,7/7/2020 0:00
5895,35.931572,-89.715271,7/7/2020 0:00
5896,35.648544,-89.933693,7/7/2020 0:00
5897,35.795776,-91.745079,7/7/2020 0:00
5898,35.936928,-89.714722,7/7/2020 0:00
5899,35.795086,-91.746246,7/7/2020 0:00
5900,34.590878,-89.548981,7/7/2020 0:00
5901,35.639046,-89.944969,7/7/2020 0:00
5902,35.934334,-89.712601,7/7/2020 0:00
5903,36.827236,-89.15184,7/7/2020 0:00
5904,36.82444,-89.152748,7/7/2020 0:00
5905,36.748753,-90.317719,7/7/2020 0:00
5906,36.172813,-91.05349,7/7/2020 0:00
5907,36.339455,-91.140602,7/7/2020 0:00
5908,35.010002,-89.892014,7/7/2020 0:00
5909,35.011349,-89.891891,7/7/2020 0:00
5910,36.823383,-89.157639,7/7/2020 0:00
5911,35.947701,-92.138306,7/7/2020 0:00
5912,33.757252,-94.664078,7/7/2020 0:00
5913,33.751678,-94.663567,7/7/2020 0:00
5914,33.75605,-94.661209,7/7/2020 0:00
5915,33.755791,-94.665619,7/7/2020 0:00
5916,36.061543,-91.023346,7/7/2020 0:00
5917,36.061707,-91.021652,7/7/2020 0:00
5918,35.94368,-89.719231,7/8/2020 0:00
5919,35.936226,-89.714081,7/8/2020 0:00
5920,35.645699,-89.938065,7/8/2020 0:00
5921,35.936783,-89.719597,7/8/2020 0:00
5922,36.686859,-92.660263,7/8/2020 0:00
5923,35.196087,-92.644348,7/8/2020 0:00
5924,35.196575,-92.642181,7/8/2020 0:00
5925,35.937626,-89.713409,7/8/2020 0:00
5926,36.341492,-93.290756,7/8/2020 0:00
5927,36.683861,-92.666031,7/8/2020 0:00
5928,35.648403,-89.93557,7/8/2020 0:00
5929,35.640591,-89.945107,7/8/2020 0:00
5930,35.892273,-89.77771,7/8/2020 0:00
5931,36.769917,-91.901466,7/8/2020 0:00
5932,36.68293,-92.661674,7/8/2020 0:00
5933,36.109859,-91.871346,7/8/2020 0:00
5934,35.793537,-91.745804,7/8/2020 0:00
5935,36.624451,-91.529892,7/8/2020 0:00
5936,36.626198,-91.523872,7/8/2020 0:00
5937,36.223259,-88.839592,7/8/2020 0:00
5938,36.815948,-89.168762,7/8/2020 0:00
5939,36.591671,-92.043755,7/8/2020 0:00
5940,36.624763,-91.529121,7/8/2020 0:00
5941,36.521584,-92.048637,7/8/2020 0:00
5942,33.793789,-93.30455,7/8/2020 0:00
5943,35.93396,-89.713249,7/8/2020 0:00
5944,34.882587,-91.607994,7/9/2020 0:00
5945,36.684814,-92.663231,7/9/2020 0:00
5946,35.793701,-91.745255,7/9/2020 0:00
5947,32.277916,-92.730148,7/9/2020 0:00
5948,36.049732,-94.735718,7/9/2020 0:00
5949,35.938671,-89.714493,7/9/2020 0:00
5950,35.892509,-89.781647,7/9/2020 0:00
5951,35.005024,-89.91227,7/9/2020 0:00
5952,35.942356,-89.713387,7/9/2020 0:00
5953,36.816235,-94.379448,7/9/2020 0:00
5954,36.815571,-94.375168,7/9/2020 0:00
5955,35.934986,-89.715591,7/9/2020 0:00
5956,36.590408,-92.04052,7/9/2020 0:00
5957,35.889568,-89.781288,7/9/2020 0:00
5958,35.046684,-90.163582,7/9/2020 0:00
5959,34.888081,-92.418922,7/9/2020 0:00
5960,35.893246,-89.78019,7/9/2020 0:00
5961,35.075165,-89.510559,7/9/2020 0:00
5962,34.909943,-89.615234,7/9/2020 0:00
5963,34.908798,-89.609558,7/9/2020 0:00
5964,35.568592,-93.410942,7/9/2020 0:00
5965,36.794117,-94.156189,7/9/2020 0:00
5966,35.936806,-89.715187,7/9/2020 0:00
5967,35.890926,-89.782188,7/9/2020 0:00
5968,35.441044,-89.800911,7/9/2020 0:00
5969,35.283485,-89.638641,7/9/2020 0:00
5970,35.440556,-89.805939,7/9/2020 0:00
5971,36.778809,-88.713699,7/9/2020 0:00
5972,35.441429,-89.804413,7/9/2020 0:00
5973,35.209469,-93.972145,7/10/2020 0:00
5974,34.909615,-89.613914,7/10/2020 0:00
5975,35.649498,-89.931747,7/10/2020 0:00
5976,36.779518,-92.253975,7/10/2020 0:00
5977,35.468784,-89.732384,7/10/2020 0:00
5978,36.776066,-92.254715,7/10/2020 0:00
5979,36.694427,-91.727402,7/10/2020 0:00
5980,35.937691,-89.711357,7/10/2020 0:00
5981,35.044277,-90.164307,7/10/2020 0:00
5982,35.935074,-89.71637,7/10/2020 0:00
5983,35.890457,-89.779633,7/10/2020 0:00
5984,35.794373,-91.745331,7/10/2020 0:00
5985,35.941647,-89.714798,7/10/2020 0:00
5986,35.4426,-89.803993,7/10/2020 0:00
5987,35.004883,-89.913368,7/10/2020 0:00
5988,34.116508,-93.042572,7/10/2020 0:00
5989,35.64621,-89.932518,7/10/2020 0:00
5990,35.914219,-90.598549,7/10/2020 0:00
5991,36.100948,-93.657623,7/10/2020 0:00
5992,35.934406,-89.712143,7/10/2020 0:00
5993,34.984562,-89.992813,7/10/2020 0:00
5994,36.468258,-89.009361,7/10/2020 0:00
5995,36.400688,-89.010361,7/10/2020 0:00
5996,35.827728,-90.754768,7/10/2020 0:00
5997,35.280907,-89.639076,7/10/2020 0:00
5998,35.284367,-89.639717,7/10/2020 0:00
5999,34.968819,-89.607414,7/10/2020 0:00
6000,35.441513,-89.800903,7/10/2020 0:00
6001,35.444344,-89.806175,7/10/2020 0:00
6002,34.461769,-90.476364,7/10/2020 0:00
6003,35.641453,-89.945541,7/10/2020 0:00
6004,35.547585,-89.146172,7/10/2020 0:00
6005,36.863728,-94.172249,7/10/2020 0:00
6006,36.867046,-94.173088,7/10/2020 0:00
6007,36.649834,-91.726486,7/10/2020 0:00
6008,35.466358,-89.732964,7/10/2020 0:00
6009,36.481853,-90.837761,7/10/2020 0:00
6010,35.646725,-89.932442,7/10/2020 0:00
6011,34.688072,-92.489815,7/11/2020 0:00
6012,33.152546,-94.849251,7/11/2020 0:00
6013,33.155365,-94.84729,7/11/2020 0:00
6014,35.95047,-89.714981,7/11/2020 0:00
6015,35.646389,-89.93277,7/11/2020 0:00
6016,35.04554,-90.165154,7/11/2020 0:00
6017,35.935448,-89.717682,7/11/2020 0:00
6018,35.700512,-89.443787,7/11/2020 0:00
6019,35.794476,-91.744743,7/11/2020 0:00
6020,35.934811,-89.712097,7/11/2020 0:00
6021,34.968979,-89.607361,7/11/2020 0:00
6022,35.935249,-89.713623,7/11/2020 0:00
6023,35.64389,-89.944756,7/11/2020 0:00
6024,33.772545,-94.193115,7/11/2020 0:00
6025,33.844345,-93.316124,7/11/2020 0:00
6026,33.554173,-93.555992,7/11/2020 0:00
6027,32.605133,-94.34446,7/11/2020 0:00
6028,35.890858,-89.782036,7/11/2020 0:00
6029,33.553265,-93.560371,7/11/2020 0:00
6030,32.525944,-93.705711,7/11/2020 0:00
6031,36.542702,-93.630432,7/11/2020 0:00
6032,35.899094,-89.774872,7/11/2020 0:00
6033,35.937252,-89.715164,7/11/2020 0:00
6034,33.768375,-94.191826,7/11/2020 0:00
6035,32.004013,-92.062477,7/11/2020 0:00
6036,35.898342,-89.77932,7/11/2020 0:00
6037,33.76936,-94.187164,7/11/2020 0:00
6038,35.933895,-89.71431,7/11/2020 0:00
6039,35.940609,-89.716026,7/11/2020 0:00
6040,33.919483,-91.870857,7/12/2020 0:00
6041,36.438721,-93.331314,7/12/2020 0:00
6042,36.443531,-93.333099,7/12/2020 0:00
6043,36.438919,-93.333031,7/12/2020 0:00
6044,35.643864,-89.944115,7/12/2020 0:00
6045,35.646847,-89.930168,7/12/2020 0:00
6046,35.93478,-89.712349,7/12/2020 0:00
6047,35.890263,-89.779869,7/12/2020 0:00
6048,33.917118,-91.872269,7/12/2020 0:00
6049,35.613895,-89.24041,7/12/2020 0:00
6050,36.44112,-93.327209,7/12/2020 0:00
6051,35.645554,-89.932938,7/13/2020 0:00
6052,35.045231,-90.168343,7/13/2020 0:00
6053,35.795315,-91.746765,7/13/2020 0:00
6054,35.645794,-89.939339,7/13/2020 0:00
6055,35.937317,-89.716599,7/13/2020 0:00
6056,35.649105,-89.934135,7/13/2020 0:00
6057,33.024563,-90.120026,7/13/2020 0:00
6058,35.046608,-90.165131,7/13/2020 0:00
6059,35.640953,-89.945496,7/13/2020 0:00
6060,33.331676,-92.31279,7/13/2020 0:00
6061,35.936344,-89.712807,7/13/2020 0:00
6062,36.43951,-93.332893,7/13/2020 0:00
6063,35.793037,-91.744133,7/13/2020 0:00
6064,36.280926,-88.942421,7/13/2020 0:00
6065,35.935375,-89.712196,7/13/2020 0:00
6066,36.190372,-88.901703,7/13/2020 0:00
6067,31.714911,-90.437988,7/13/2020 0:00
6068,35.437977,-89.806366,7/13/2020 0:00
6069,36.189476,-88.905281,7/13/2020 0:00
6070,36.825184,-89.159882,7/13/2020 0:00
6071,35.439037,-89.802261,7/13/2020 0:00
6072,36.826958,-89.152794,7/13/2020 0:00
6073,35.045914,-90.166046,7/13/2020 0:00
6074,31.710051,-90.438454,7/13/2020 0:00
6075,33.276081,-90.060562,7/13/2020 0:00
6076,35.440384,-89.804504,7/13/2020 0:00
6077,35.438564,-89.802002,7/13/2020 0:00
6078,31.715864,-90.438911,7/13/2020 0:00
6079,31.716158,-90.434196,7/13/2020 0:00
6080,31.710344,-90.433731,7/13/2020 0:00
6081,36.829502,-89.155296,7/13/2020 0:00
6082,36.829308,-89.161911,7/13/2020 0:00
6083,35.440033,-89.805115,7/14/2020 0:00
6084,35.937595,-89.715515,7/14/2020 0:00
6085,33.551636,-93.558434,7/14/2020 0:00
6086,36.508316,-92.157677,7/14/2020 0:00
6087,36.510891,-92.151634,7/14/2020 0:00
6088,36.507362,-92.152657,7/14/2020 0:00
6089,35.797195,-91.746696,7/14/2020 0:00
6090,36.723701,-92.254433,7/14/2020 0:00
6091,35.793568,-91.747742,7/14/2020 0:00
6092,35.945541,-89.712959,7/14/2020 0:00
6093,35.649506,-89.934891,7/14/2020 0:00
6094,33.779335,-94.300156,7/14/2020 0:00
6095,35.643398,-89.945885,7/14/2020 0:00
6096,35.381687,-93.041458,7/14/2020 0:00
6097,36.830643,-89.161079,7/14/2020 0:00
6098,36.83012,-89.157776,7/14/2020 0:00
6099,35.891178,-89.783829,7/14/2020 0:00
6100,33.317638,-90.49379,7/14/2020 0:00
6101,33.50182,-93.401459,7/14/2020 0:00
6102,36.813393,-89.168449,7/14/2020 0:00
6103,33.498032,-93.400826,7/14/2020 0:00
6104,36.828888,-89.162933,7/14/2020 0:00
6105,35.935261,-89.712021,7/14/2020 0:00
6106,35.647629,-89.934166,7/14/2020 0:00
6107,34.033119,-94.408394,7/14/2020 0:00
6108,36.283867,-90.650543,7/14/2020 0:00
6109,31.714207,-90.438011,7/14/2020 0:00
6110,33.908123,-90.957787,7/14/2020 0:00
6111,33.912487,-90.958359,7/14/2020 0:00
6112,33.744099,-94.255096,7/14/2020 0:00
6113,33.744713,-94.252434,7/14/2020 0:00
6114,36.549278,-90.506371,7/14/2020 0:00
6115,33.240307,-92.626915,7/14/2020 0:00
6116,33.741066,-94.251823,7/14/2020 0:00
6117,32.574581,-92.349442,7/14/2020 0:00
6118,36.830948,-89.157883,7/15/2020 0:00
6119,35.003681,-89.910431,7/15/2020 0:00
6120,32.220963,-90.477394,7/15/2020 0:00
6121,35.794762,-91.745392,7/15/2020 0:00
6122,36.293262,-90.819252,7/15/2020 0:00
6123,35.52491,-91.602287,7/15/2020 0:00
6124,35.372105,-91.489037,7/15/2020 0:00
6125,36.439064,-90.312508,7/15/2020 0:00
6126,35.229855,-92.485962,7/15/2020 0:00
6127,34.977062,-92.321396,7/15/2020 0:00
6128,34.984398,-89.994743,7/15/2020 0:00
6129,34.967644,-89.60672,7/15/2020 0:00
6130,35.968079,-90.869759,7/15/2020 0:00
6131,35.107933,-91.334526,7/15/2020 0:00
6132,32.121201,-91.659775,7/15/2020 0:00
6133,36.294926,-90.816475,7/15/2020 0:00
6134,32.769753,-91.682861,7/15/2020 0:00
6135,34.245739,-92.445343,7/15/2020 0:00
6136,36.832207,-89.15667,7/15/2020 0:00
6137,35.197395,-92.643311,7/15/2020 0:00
6138,34.927639,-90.083168,7/16/2020 0:00
6139,35.006424,-89.913956,7/16/2020 0:00
6140,33.964935,-93.016464,7/16/2020 0:00
6141,33.591618,-91.372864,7/16/2020 0:00
6142,35.795223,-91.745605,7/16/2020 0:00
6143,33.965981,-93.018509,7/16/2020 0:00
6144,35.935287,-89.713005,7/16/2020 0:00
6145,35.647736,-89.933876,7/16/2020 0:00
6146,35.046268,-90.167175,7/16/2020 0:00
6147,35.10854,-91.335052,7/16/2020 0:00
6148,35.890713,-89.783005,7/16/2020 0:00
6149,36.768322,-93.014343,7/16/2020 0:00
6150,33.96093,-93.017105,7/16/2020 0:00
6151,33.961861,-93.025429,7/16/2020 0:00
6152,35.93573,-89.714668,7/16/2020 0:00
6153,35.04565,-90.162331,7/16/2020 0:00
6154,33.205139,-94.511345,7/16/2020 0:00
6155,34.982941,-89.995636,7/16/2020 0:00
6156,32.712849,-91.434448,7/16/2020 0:00
6157,33.779137,-94.408577,7/16/2020 0:00
6158,33.78302,-94.409714,7/16/2020 0:00
6159,35.896881,-89.778465,7/16/2020 0:00
6160,33.638828,-92.874298,7/16/2020 0:00
6161,34.066833,-92.621208,7/16/2020 0:00
6162,34.063259,-92.620255,7/16/2020 0:00
6163,35.889633,-89.781151,7/16/2020 0:00
6164,34.156387,-92.211342,7/16/2020 0:00
6165,32.49474,-94.314339,7/16/2020 0:00
